NO_SEQ_COLL,JR_SEMN_ACCDN,DT_ACCDN,CD_MUNCP,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,BORNE_KM_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NB_METRE_DIST_ACCD,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,NO_ROUTE,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_PNT_CDRNL_ROUTE,CD_PNT_CDRNL_REPRR,CD_COND_METEO,NB_VEH_IMPLIQUES_ACCDN,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,HEURE_ACCDN,AN,NB_VICTIMES_TOTAL,GRAVITE,REG_ADM,MRC,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VHR,nb_autres_types,nb_veh_non_precise,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,VITESSE_AUTOR,LOC_X,LOC_Y,LOC_COTE_QD,LOC_COTE_PD,LOC_DETACHEE,LOC_IMPRECISION,LOC_LAT,LOC_LONG
SPVM _ 2012 _ 14779,ME,2012/03/21,66023.0,1431.0,,,VAN HORNE,,,,32.0,,11.0,1.0,2.0,,13.0,1.0,11.0,33.0,6.0,2.0,,,S,11.0,1,0,0,1,16:00:00-16:59:00,2012,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,295792.282,5042238.468,A,1,N,N,45.52001,-73.6153
SPVM _ 2016 _ 5916,ME,2016/06/01,66023.0,6074.0,,,DE MONTMAGNY EN FACE DE,2.0,PARC IGNACE BOURGET,,,,11.0,1.0,2.0,,19.0,,11.0,,,1.0,,,,11.0,1,0,0,0,08:00:00-08:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,296672.40905,5035289.039,A,1,N,N,45.45748,-73.60392
SPVM _ 2012 _ 20028,ME,2012/09/12,66023.0,,,,CHRISTOPHE COLOMB,1.0,CREMAZIE,25.0,31.0,,11.0,1.0,3.0,,13.0,,11.0,33.0,,5.0,,,S,11.0,3,0,0,0,07:00:00-07:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294694.093,5045595.684,A,1,N,O,45.5502,-73.62943
SPVM _ 2013 _ 14018,VE,2013/01/25,66023.0,,,,,1.0,ADAM ET PIE IX,,31.0,,11.0,3.0,2.0,,13.0,,11.0,32.0,,4.0,,,,11.0,2,0,0,0,20:00:00-20:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,301893.906,5045463.584,A,1,N,N,45.54908,-73.53722
SPVM _ 2016 _ 10743,VE,2016/02/26,66023.0,3716.0,,,EDOUARD MONTPETIT,,,,31.0,,12.0,1.0,2.0,,14.0,,11.0,33.0,,1.0,,,,11.0,2,0,0,0,10:00:00-10:59:00,2016,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295084.7,5039709.046,A,1,N,N,45.49724,-73.62431
SPVM _ 2013 _ 30190,JE,2013/11/07,66023.0,,,,N-D,,EMILE LEGRAND,,50.0,,12.0,3.0,3.0,,13.0,,11.0,32.0,,3.0,,,,14.0,1,0,0,0,02:00:00-02:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,303712.681,5048734.01,A,1,N,N,45.57851,-73.51393
SPVM _ 2015 _ 3268,ME,2015/03/04,66023.0,,,,BD LAURENTIEN,1.0,SALABERRY,,39.0,,11.0,3.0,3.0,,13.0,,11.0,32.0,,1.0,,,,11.0,1,0,0,0,23:00:00-23:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,288023.4,5042909.783,A,1,N,N,45.5259,-73.71477
SPVM _ 2015 _ 11684,MA,2015/04/28,66023.0,10935.0,,,BD ST LAURENT,,,,52.0,,11.0,1.0,2.0,,16.0,,11.0,99.0,,,,,,11.0,1,0,0,0,17:00:00-17:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,291113.25771,5045769.2415,A,1,O,N,45.5517,-73.67529
SPVM _ 2017 _ 9605,MA,2017/12/19,66023.0,,,,D IBERVILLE,1.0,HOCHELAGA,,31.0,,16.0,2.0,2.0,,13.0,,14.0,32.0,,2.0,,,,17.0,4,0,0,0,06:00:00-06:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,300181.683,5043897.002,A,1,N,N,45.53497,-73.55913
SPVM _ 2014 _ 12856,SA,2014/01/18,66023.0,,,,JARRY,1.0,ST DENIS,2.0,31.0,,12.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,E,11.0,2,0,0,1,06:00:00-06:59:00,2014,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294711.2,5044749.565,A,1,N,N,45.54259,-73.62919
SPVM _ 2015 _ 3220,MA,2015/02/03,66023.0,,,,RANGER,1.0,DE MESY,,31.0,,18.0,3.0,2.0,,14.0,1.0,11.0,32.0,6.0,2.0,,,,11.0,2,0,0,1,22:00:00-22:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,287727.9,5043380.86,A,1,N,N,45.53014,-73.71857
SPVM _ 2016 _ 7209,JE,2016/05/05,66023.0,,,,,,,,31.0,,11.0,1.0,3.0,,13.0,,11.0,33.0,,3.0,,,,11.0,2,0,0,0,12:00:00-12:59:00,2016,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299130.2,5040703.565,A,1,N,N,45.50623,-73.57256
SPVM _ 2017 _ 14340,MA,2017/03/14,66023.0,,,,CREMAZIE O,1.0,BLOOMFIELD,,31.0,,16.0,1.0,2.0,,11.0,,11.0,33.0,,1.0,,,,17.0,2,0,0,0,11:00:00-11:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293373.011,5043767.058,A,1,N,N,45.53373,-73.64631
SPVM _ 2016 _ 10555,MA,2016/11/29,66072.0,,,,AV BEAUMONT,1.0,CH ROCKLAND,,31.0,,18.0,1.0,2.0,,14.0,,12.0,37.0,,5.0,,,,14.0,2,0,0,0,07:00:00-07:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,294931.4,5042246.841,A,2,N,N,45.52007,-73.62632
SPVM _ 2017 _ 3182,JE,2017/03/02,66058.0,6757.0,,,CAVENDISH,1.0,KILDARE,40.0,31.0,,16.0,1.0,2.0,,14.0,1.0,11.0,33.0,6.0,3.0,,,,17.0,2,0,0,1,08:00:00-08:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,292178.918,5037349.982,A,1,N,N,45.47596,-73.66143
SPVM _ 2014 _ 18652,VE,2014/10/24,66023.0,,,,ST MICHEL,1.0,HOLT,,31.0,,11.0,1.0,2.0,,13.0,,13.0,32.0,,3.0,,,,11.0,3,0,0,0,10:00:00-10:59:00,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,298657.0,5045861.596,A,1,N,N,45.55264,-73.57868
SPVM _ 2014 _ 17284,SA,2014/03/15,66023.0,6675.0,,,JEAN TALON E,,,,31.0,,11.0,1.0,3.0,,21.0,,11.0,40.0,,,,,,11.0,2,0,0,0,Non précisé,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,299055.5,5050421.87,A,1,O,N,45.59368,-73.57363
SPVM _ 2016 _ 3968,DI,2016/03/20,66023.0,,,,CAVENDISH,1.0,CASSIDY,,31.0,,11.0,3.0,2.0,,13.0,,11.0,32.0,,3.0,,,,11.0,3,0,0,0,23:00:00-23:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294400.5,5036187.968,A,1,N,N,45.46554,-73.63299
SPVM _ 2012 _ 2192,MA,2012/11/13,66097.0,185.0,,,BD HYMUS,,,,31.0,,11.0,3.0,3.0,,21.0,,11.0,40.0,,,,,,11.0,2,0,0,0,21:00:00-21:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,279860.71901,5035683.0,A,1,O,N,45.46063,-73.8189
SPVM _ 2017 _ 21451,JE,2017/06/22,66023.0,,,,HENRI BOURASSA,1.0,METROPOLITAIN,100.0,35.0,,11.0,1.0,4.0,,13.0,,13.0,37.0,,1.0,,,O,11.0,1,0,0,0,08:00:00-08:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,303015.418,5057667.817,A,2,N,O,45.6589,-73.5229
SPVM _ 2019 _ 14802,SA,2019/05/18,66023.0,10432.0,,,AV LAUSANNE,,,,31.0,,11.0,3.0,2.0,,14.0,,13.0,34.0,,1.0,,,S,11.0,2,0,0,0,01:00:00-01:59:00,2019,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,293612.63016,5049161.2701,A,1,N,N,45.58227,-73.64336
SPVM _ 2013 _ 14118,LU,2013/02/04,66023.0,,,,ONTARIO,1.0,DAVIDSON,,31.0,,,,3.0,,14.0,,11.0,33.0,,1.0,,,,,2,0,0,0,Non précisé,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,301198.38699,5044786.61,A,1,N,N,45.54298,-73.54612
SPVM _ 2015 _ 20127,MA,2015/04/21,66023.0,,,,LANGELIER,1.0,BEAUBIEN,,31.0,,,,,,13.0,,,33.0,,3.0,,,N,,2,0,0,0,13:00:00-13:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,300082.3,5049833.62,A,1,N,N,45.58839,-73.56046
SPVM _ 2014 _ 5931,LU,2014/08/11,66023.0,,,,,,,,31.0,,11.0,1.0,3.0,,13.0,,11.0,33.0,,2.0,,,,11.0,2,0,0,0,06:00:00-06:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,298376.33159,5036529.6349,C,4,N,N,45.46866,-73.58215
SPVM _ 2013 _ 21708,LU,2013/12/02,66023.0,,,,FULLUM,1.0,DES CARRIERES,,31.0,,15.0,3.0,2.0,,14.0,,,32.0,,,,,,17.0,2,0,0,0,22:00:00-22:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,298108.18801,5044984.493,A,1,N,N,45.54474,-73.5857
SPVM _ 2012 _ 14286,LU,2012/07/23,66023.0,,,,ONTARIO,,NICOLET,,33.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,2.0,,,,11.0,2,0,0,2,08:00:00-08:59:00,2012,2,Léger,Montréal(06),Montréal (66 ),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,50.0,301365.28799,5045172.12,A,1,N,N,45.54645,-73.54399
SPVM _ 2017 _ 8223,DI,2017/04/02,66023.0,1055.0,,,ANDERSON,1.0,DE LA GAUCHETIERE,60.0,31.0,,11.0,1.0,2.0,,14.0,,11.0,,,1.0,,,S,11.0,2,0,0,0,10:00:00-10:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,299857.1185,5040593.9925,A,1,N,N,45.50525,-73.56325
SPVM _ 2019 _ 6503,JE,2019/02/07,66023.0,1155.0,,,RENE LEVESQUE,,,,31.0,,18.0,1.0,3.0,,13.0,,11.0,34.0,,3.0,,,,12.0,2,0,0,0,11:00:00-11:59:00,2019,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,299274.367,5039837.312,A,1,N,N,45.49844,-73.5707
SPVM _ 2017 _ 21259,SA,2017/02/11,66023.0,,,,ST JEAN BAPTISTE,,METROPOLITAIN,,51.0,,16.0,1.0,4.0,,11.0,,23.0,32.0,,1.0,,,N,17.0,1,0,0,0,07:00:00-07:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,302562.153,5056512.294,A,1,N,O,45.6485,-73.52871
SPVM _ 2017 _ 11791,JE,2017/12/14,66023.0,6025.0,,,COTE DES NEIGES,,,,31.0,,16.0,3.0,3.0,,21.0,,11.0,99.0,,9.0,,,,11.0,2,0,0,0,03:00:00-03:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,294517.54386,5040087.677,A,1,O,N,45.50064,-73.63157
SPVM _ 2012 _ 4687,LU,2012/01/23,66047.0,10.0,,,RONALD,,,,31.0,,,,2.0,,14.0,,,,,2.0,,,,,2,0,0,0,Non précisé,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,294139.89301,5034539.04,A,1,N,N,45.4507,-73.63629
SPVM _ 2015 _ 10265,JE,2015/10/01,66023.0,,,,COTE STE CATHERINE,1.0,CLAUDE CHAMPAGNE,,31.0,,11.0,1.0,2.0,,13.0,,11.0,32.0,,,,,,11.0,2,0,0,0,16:00:00-16:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295960.4,5041457.5,A,1,N,N,45.51298,-73.61314
SPVM _ 2018 _ 16993,MA,2018/11/06,66023.0,,,,HENRI BOURASSA,1.0,DE BELLEVILLE,,99.0,,12.0,3.0,2.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,,14.0,1,0,0,1,17:00:00-17:59:00,2018,1,Léger,Montréal(06),Montréal (66 ),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293205.582,5049820.669,A,1,N,N,45.5882,-73.64859
SPVM _ 2017 _ 13496,SA,2017/12/02,66023.0,,,,JEAN TALON,1.0,ST MICHEL,,31.0,,11.0,3.0,3.0,,13.0,,11.0,32.0,,3.0,,,,,2,0,0,0,03:00:00-03:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,297118.889,5046546.44,A,1,N,N,45.55879,-73.59839
SPVM _ 2012 _ 4003,DI,2012/12/23,66023.0,1540.0,,,OUIMET OPP A,,,20.0,31.0,,17.0,,2.0,,14.0,,11.0,34.0,,1.0,,,E,11.0,2,0,0,0,Non précisé,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,290020.35811,5042189.3293,A,1,N,N,45.51947,-73.68918
SPVM _ 2017 _ 19514,DI,2017/07/23,66023.0,,,,MAURICE DUPLESSIS,1.0,5E AV,,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,,11.0,2,0,0,1,10:00:00-10:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296830.266,5053769.084,A,1,N,N,45.62378,-73.6022
SPVM _ 2013 _ 3445,ME,2013/08/07,66023.0,175.0,,,DEGUIRE,2.0,STAT SOUTERRAIN,,31.0,,,,2.0,,21.0,,11.0,99.0,,,,,,,2,0,0,0,17:00:00-17:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,291097.9835,5043489.1835,A,1,O,N,45.53118,-73.67543
SPVM _ 2014 _ 2947,VE,2014/04/04,66058.0,5805.0,,,COTE ST LUC,2.0,FACE A L ADRESSE,,31.0,,11.0,1.0,2.0,,13.0,,11.0,99.0,,3.0,,,O,11.0,2,0,0,0,13:00:00-13:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,294015.74132,5037436.6175,A,1,O,N,45.47677,-73.63794
SPVM _ 2017 _ 355,ME,2017/10/04,66023.0,,,,MELOCHE,1.0,CHATEAU PIERREFONDS,,32.0,,12.0,3.0,2.0,,14.0,1.0,11.0,32.0,,3.0,,,,14.0,1,0,0,1,19:00:00-19:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,274345.563,5035254.5,A,1,N,N,45.45656,-73.88939
SPVM _ 2012 _ 24071,MA,2012/02/21,66023.0,,,,BD PIE IX,2.0,MAJEAU,15.0,31.0,1.0,11.0,1.0,3.0,,13.0,,11.0,34.0,,4.0,,,N,12.0,2,0,0,0,14:00:00-14:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294514.99,5049523.195,A,2,N,N,45.58554,-73.63181
SPVM _ 2015 _ 1822,DI,2015/04/19,66023.0,,,,HENRI BOURASSA,1.0,VALIQUETTE,,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,,11.0,2,0,0,2,15:00:00-15:59:00,2015,2,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,285402.4,5040013.013,A,1,N,N,45.49977,-73.74821
SPVM _ 2015 _ 13043,LU,2015/11/30,66023.0,,,,14E AV,,CREMAZIE,1.0,31.0,,11.0,3.0,3.0,,13.0,,11.0,32.0,,3.0,,,S,12.0,2,0,0,0,19:00:00-19:59:00,2015,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296666.6,5047223.425,A,1,N,O,45.56487,-73.60419
SPVM _ 2016 _ 2501,DI,2016/11/27,66023.0,,,,CH COTE DE LIESSE,2.0,TRANSCANADIENNE,,31.0,,11.0,1.0,4.0,,11.0,,11.0,99.0,,3.0,,,,12.0,2,0,0,0,14:00:00-14:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,290839.9,5039530.068,A,2,O,O,45.49555,-73.67862
SPVM _ 2018 _ 2906,MA,2018/06/26,66023.0,25.0,,,18E AV,2.0,BD ST JOSEPH,200.0,31.0,,11.0,1.0,2.0,,14.0,,11.0,34.0,,2.0,,,N,11.0,2,0,0,0,11:00:00-11:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,290657.87501,5032569.0,A,1,N,N,45.43291,-73.68075
SPVM _ 2014 _ 3605,SA,2014/12/13,66023.0,11900.0,,,GRENET OPPOSE,1.0,LOUISBOURG,100.0,31.0,,16.0,3.0,2.0,,13.0,,13.0,34.0,,2.0,,,N,12.0,2,0,0,0,Non précisé,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,288408.6,5042879.996,A,1,N,N,45.52564,-73.70984
SPVM _ 2017 _ 6832,ME,2017/05/17,66023.0,,,,GERTRUDE,1.0,DE L EGLISE,2.0,31.0,,11.0,1.0,3.0,,14.0,,11.0,33.0,,1.0,,,E,11.0,2,0,0,0,18:00:00-18:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0,299389.0,5035884.5,A,1,N,N,45.46287,-73.56919
SPVM _ 2012 _ 20349,DI,2012/12/30,66023.0,,,,DE CHATEAUBRIAND,1.0,CASTELNEAU,,31.0,,16.0,3.0,2.0,,14.0,1.0,11.0,32.0,6.0,1.0,,,,12.0,2,0,0,1,19:00:00-19:59:00,2012,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295762.48,5044570.92,A,1,N,N,45.54099,-73.61573
SPVM _ 2013 _ 23556,DI,2013/09/22,66023.0,,,,DULUTH,1.0,ST DOMINIQUE,,32.0,,11.0,1.0,2.0,,14.0,1.0,11.0,32.0,,1.0,,,N,11.0,1,0,0,1,17:00:00-17:59:00,2013,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,298632.91001,5041951.077,A,1,N,N,45.51745,-73.57894
SPVM _ 2014 _ 19636,SA,2014/11/29,66023.0,7020.0,,,HENRI BOURASSA,,,,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,34.0,6.0,,,,,12.0,2,0,0,3,13:00:00-13:59:00,2014,3,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296969.99642,5052592.9559,A,1,N,N,45.61319,-73.60039
SPVM _ 2014 _ 11335,SA,2014/02/15,66023.0,,,,PAPINEAU,1.0,FRANCOIS H PREVOST,100.0,40.0,,16.0,3.0,3.0,,13.0,,11.0,34.0,,3.0,,,N,11.0,1,0,0,0,04:00:00-04:59:00,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294753.5,5046403.607,A,2,N,O,45.55747,-73.62868
SPVM _ 2013 _ 19975,JE,2013/08/08,66023.0,,,,BORDEAUX,,,,31.0,,11.0,3.0,2.0,,13.0,,11.0,34.0,,1.0,,,,11.0,2,0,0,0,Non précisé,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,295203.76888,5044941.092,B,4,N,N,45.54432,-73.62289
SPVM _ 2014 _ 18014,JE,2014/01/16,66023.0,,,,,,,,44.0,,11.0,4.0,3.0,,22.0,,11.0,,,,,,,11.0,1,0,0,0,18:00:00-18:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,299225.1613,5046660.474,C,4,N,N,45.55983,-73.57141
SPVM _ 2012 _ 5970,SA,2012/01/21,66023.0,,,,OXFORD,1.0,SOMERLED,5.0,,,12.0,,2.0,,14.0,,11.0,34.0,,1.0,,,N,,2,0,0,0,00:00:00-00:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,294691.85099,5037550.167,A,2,N,N,45.4778,-73.62929
SPVM _ 2012 _ 26861,SA,2012/03/10,66023.0,,,,VIAU,1.0,BELANGER,,31.0,,11.0,,3.0,,21.0,,11.0,,,,,,,11.0,2,0,0,0,Non précisé,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,298565.965,5048184.572,A,1,O,N,45.57354,-73.57987
SPVM _ 2016 _ 3602,SA,2016/07/30,66023.0,1015.0,,,DU MARCHE CENTRAL,2.0,STAT COSTCO,,31.0,,11.0,1.0,3.0,,21.0,,11.0,33.0,,2.0,,,,11.0,2,0,0,0,13:00:00-13:59:00,2016,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,292720.6355,5043791.694,A,1,O,N,45.53394,-73.65466
SPVM _ 2015 _ 4841,SA,2015/02/21,66023.0,400.0,,,LAFLEUR,,,,31.0,,11.0,1.0,3.0,,21.0,,11.0,99.0,,9.0,,,,11.0,2,0,0,0,10:00:00-10:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293320.09995,5032443.8333,A,1,O,N,45.43183,-73.64672
SPVM _ 2013 _ 14740,ME,2013/01/02,66072.0,4240.0,,,COTE DE LIESSE,,,,49.0,,16.0,1.0,3.0,,21.0,,11.0,40.0,,9.0,,,,12.0,1,0,0,0,11:00:00-11:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,292040.7115,5040753.018,A,1,O,N,45.50658,-73.66329
